1,2
2,3
3,12
4,11
5,6
6,30
7,59
8,62
9,49
10,13
11,125
12,169
13,62
14,6
15,7
16,8
17,8
18,8
19,82
20,30
21,119
22,156
23,24
24,35
25,26
26,53
27,40
28,20
29,7
30,8
31,56
32,24
33,24
34,26
35,53
36,7
37,9
38,24
39,25
40,35
41,30
42,68
43,38
44,84
45,33
46,32
47,24
48,154
49,62
50,53
51,40
52,32
53,27
54,6
55,9
56,35
57,5
58,11
59,157
60,62
61,38
62,19
63,49
64,62
65,179
66,40
67,40
68,72
69,72
70,75
71,75
72,11
73,4
74,4
75,20
76,20
77,40
78,40
79,33
80,38
81,186
82,35
83,35
84,85
85,62
86,32
87,51
88,9
89,37
90,37
91,34
92,37
93,91
96,220
97,32
98,24
99,104
100,41
101,107
102,107
103,102
104,28
105,300
106,35
107,101
108,84
109,88
110,38
111,37
112,32
113,32
114,53
115,62
116,100
117,53
118,9
119,146
120,84
121,24
122,4
123,124
124,108
125,123
126,156
127,22
128,24
129,24
130,24
131,25
132,26
133,137
134,138
135,138
136,277
137,228
138,35
139,101
140,108
141,82
142,9
143,13
144,5
145,124
146,25
147,30
148,49
149,61
150,145
151,32
152,32
153,124
154,41
155,32
156,30
157,9
158,22
159,22
160,24
161,40
162,58
163,4
164,5
165,5
166,5
167,5
168,108
169,28
170,30
171,37
172,100
173,40
174,26
175,31
176,33
177,19
178,30
179,40
180,60
181,179
182,40
183,127
184,128
185,187
186,35
187,32
188,30
189,59
190,60
191,35
192,37
193,21
194,86
195,26
196,37
197,20
198,37
199,38
200,38
201,474
202,118
203,25
204,88
205,37
206,41
207,41
208,38
209,38
210,6
211,5
212,41
213,129
214,38
215,32
216,146
217,9
218,36
219,38
220,38
221,370
227,22
228,360
233,33
234,82
235,82
236,155
237,32
238,112
239,112
240,31
241,83
242,145
243,98
244,220
245,35
246,120
247,56
248,32
249,31
250,32
251,185
252,96
253,114
254,9
255,145
256,47
257,34
258,32
259,32
260,32
265,411
266,32
268,83
269,19
270,62
271,360
272,360
273,11
274,11
275,11
276,11
277,103
278,9
279,9
280,13
281,13
282,13
283,25
284,37
285,37
286,169
287,6
288,108
289,32
290,32
291,40
292,33
296,118
297,34
298,35
299,35
300,103
301,84
302,137
303,137
304,108
305,32
306,22
307,37
308,35
309,98
310,120
311,119
312,38
313,108
314,88
315,84
316,9
317,98
318,35
319,35
320,35
321,146
322,9
323,40
324,33
325,84
326,85
327,9
328,9
329,13
330,13
331,24
332,21
333,21
334,21
335,21
336,96
337,26
338,9
339,24
340,108
341,146
342,146
343,256
344,8
345,14
346,119
347,21
348,88
349,91
351,108
352,38
353,60
354,155
355,10
357,156
358,214
359,359
360,82
361,146
362,98
363,97
365,21
366,21
367,24
368,13
369,40
370,155
371,220
372,357
373,35
374,165
375,9
376,385
377,170
381,124
382,8
383,140
384,5
385,9
386,376
400,24
403,49
404,49
405,24
406,30
407,30
408,24
409,37
411,265
412,265
413,373
414,174
416,136
417,136
418,35
419,422
420,422
421,475
422,155
423,420
424,145
425,62
426,19
427,113
428,9
429,37
430,37
431,37
432,35
433,157
434,8
435,8
438,61
439,61
440,82
441,82
442,228
443,228
444,193
445,370
446,370
447,370
448,454
449,454
450,455
451,455
452,456
453,456
454,124
455,491
456,492
457,453
458,453
462,21
463,124
464,36
465,467
466,496
467,465
468,465
469,466
470,217
471,161
472,265
473,265
474,201
475,472
478,31
479,144
480,21
481,178
482,483
483,482
485,5
488,146
490,120
491,494
492,456
493,456
494,491
495,466
496,466
497,466
498,9
499,9
500,119
501,120
502,174
503,174
504,291
505,7
507,9
508,56
514,9
519,146
524,40
525,13
528,86
529,161
530,82
531,82
532,536
533,61
534,61
535,155
536,532
537,70
538,38
539,90
540,90
541,336
554,38
555,38
556,32
557,40
558,38
559,38
560,8
561,59
565,119
566,4
567,194
578,7
580,127
581,56
582,126
583,126
584,155
585,136
586,136
594,146
