1,1162
2,11
3,275
4,127
5,127
6,291
7,1058
8,1058
9,1139
10,1060
11,35
12,11
13,162
14,323
15,323
16,1055
17,1063
18,163
19,377
20,1101
21,297
22,26
23,1
24,162
25,145
26,323
27,1054
28,1141
29,32
30,32
31,1179
32,39
33,35
34,291
35,40
36,1066
37,291
38,195
39,26
40,40
41,1090
42,11
43,26
44,1090
45,1090
46,416
47,1124
48,1090
49,26
50,26
51,35
52,117
53,35
54,1102
55,1060
56,137
57,1090
58,1060
59,1086
60,1086
61,1086
62,1090
63,1060
64,1084
65,896
66,1083
67,1084
68,291
69,454
70,1103
71,1316
72,1066
73,1146
74,1123
75,1090
76,1222
77,105
78,201
79,1235
80,145
81,11
82,4
83,1090
84,1123
85,1244
86,1103
87,1055
88,1158
89,1110
90,1123
91,1415
92,1415
93,1144
94,1157
95,1106
96,145
97,1090
98,26
99,318
100,201
101,1124
102,27
103,1090
104,40
105,322
106,141
107,1083
108,1492
109,35
110,1123
111,27
112,1455
113,40
114,53
115,1179
116,1123
117,1123
118,1083
119,53
120,1090
121,26
122,117
123,40
124,114
125,1139
126,1083
131,26
133,1090
134,1129
135,114
136,364
137,40
138,138
139,138
140,1083
141,137
142,1007
143,1124
144,1124
145,67
146,40
147,40
148,1090
149,1090
150,1090
151,1090
152,1090
153,26
154,137
155,1083
156,1083
157,1083
158,1083
159,1223
160,114
161,53
162,370
163,291
164,1232
165,1232
166,1235
167,1236
168,1236
169,120
170,322
171,960
172,1083
173,40
174,1198
175,27
176,1083
177,1083
178,1083
179,1083
181,35
183,1081
184,32
186,473
187,138
188,1123
189,473
190,297
191,1105
192,26
193,26
194,26
195,1327
196,1144
199,1235
200,1326
201,35
202,35
203,1083
204,1124
205,1124
207,130
208,27
209,130
210,297
211,1122
212,1198
213,137
214,1058
215,1058
216,322
217,130
218,1310
219,35
220,35
221,1124
222,1136
223,1321
224,1319
225,1533
226,35
228,165
229,1068
230,1105
231,1326
232,1326
233,1326
234,1124
235,1090
236,1090
237,128
238,1126
239,1232
240,1232
241,1232
242,1232
243,473
244,473
250,32
251,114
252,27
253,1124
256,1220
257,1124
258,1394
259,1395
260,1090
261,1123
262,1123
263,137
264,40
267,1144
268,27
269,1105
271,40
272,1090
273,53
274,201
275,26
276,1139
277,1139
278,1139
279,896
280,233
281,35
284,1509
285,35
286,1083
287,35
288,27
289,1326
290,1326
291,1083
292,24
293,323
294,896
295,297
296,322
297,32
298,530
299,1105
300,1245
301,1090
302,1492
303,1522
304,1090
305,40
306,53
308,1322
313,1124
314,1124
315,1083
316,1322
317,1322
318,1440
319,114
320,1503
321,1506
322,1506
323,1506
324,1510
325,1511
327,1145
328,1145
329,1145
330,1145
331,195
332,195
333,1090
338,40
339,233
340,245
341,1090
344,873
345,873
347,297
348,1552
349,1066
350,1066
351,1066
352,1066
353,32
354,32
355,32
356,33
357,26
358,26
359,137
360,1327
361,1327
